Robinson Christopher Clark Donald Gonzalez Nancy
Berry Plain
Moore Michelle Moore Kimberly Perez Patricia
Thompson Jennifer Thompson Margaret Hernandez Larry
Martinez Gary Wilson David Lopez Donna
Davis Angela Harris Betty Hall Gary
This did not age well 😂
Johnson Mary White Jessica Wilson George
Lopez Jose Martinez Jeffrey Brown Angela
Thompson Angela Allen Jason Jackson Shirley
Walker Matthew Allen Linda Martinez Kenneth
Smith Barbara Allen Patricia Hernandez Michael
Walker Patricia Miller Richard Harris Amy
Thompson Cynthia Lee Eric Miller Deborah
"Man, where did you take it?? On a tour of local trap houses??"
Jones Donna Robinson Carol Wilson Ronald
Harris Lisa Hall Helen Taylor Donald
Harris Deborah Taylor Karen Jackson Paul
They should have just named it “The Douchemobile”.
Thompson Scott Johnson Brian Moore Daniel
Brown Jason White Thomas Garcia Larry
Walker James Jackson Brenda Taylor Joseph
Harris Steven Harris Thomas Thompson Jose
Harris Laura Hall Brenda Allen Daniel
"Deutscher Frisbeesport Verband!

Greetings from Germany."
Harris Ronald Wilson Linda Martinez Kevin
Taylor Patricia Jones Margaret Allen Donald
Thompson Melissa Miller Brian Johnson Susan
Taylor Brian Martinez Donna Young Amy
Jones Mark Jones Deborah Hernandez Christopher
Miller Barbara Perez Christopher Taylor Gary
Rodriguez Gary Thomas Laura Johnson Larry
Davis Daniel Lewis Helen Harris Kimberly
Walker Ruth Lee Mark Allen Deborah
"I agree with pretty much everything you said. I do plan on towing an 8000 pound camper with it, though."
Jackson Margaret Brown David Thompson Karen
Si algo inservible faltaba por construir en la industria automotriz...es esta cosa!!!
Garcia Nancy White Sarah White Michael
Moore Melissa Miller Christopher Harris Larry
Wilson Sandra Wilson Susan Lewis Shirley
Gonzalez Jose Davis Jose Lopez David
Allen Shirley Robinson Paul Harris Steven
Lewis Kimberly Lee Brenda Robinson Donna
I think bulletproof stainless steel up to 9mm rounds is a safety feature for american customers
I just ride buy them like the dooleys
Robinson Sandra Gonzalez Angela Young Charles
Robinson Sandra Gonzalez Angela Young Charles
Lewis Eric Taylor Nancy Lee Amy
Clark Melissa Brown William Lopez Frank
Smith Scott Garcia Melissa Taylor Sharon
Smith Anthony Davis Larry Lopez Kevin
Young Anthony Anderson Joseph Davis Barbara
Harris Michelle Robinson Elizabeth Davis Lisa
Gonzalez William Perez Dorothy Moore Deborah
Taylor Jessica Young Jason Robinson Donald
Lee Susan Rodriguez Elizabeth Young Patricia
Jones Anthony Allen Matthew Lewis George
Young Angela Jones Brian Rodriguez Jennifer
Gonzalez Melissa Moore Jessica Young Amy
Harris George Thomas Edward Hernandez Joseph
Clark Donna Lewis Sandra Clark Frank
Wilson Jeffrey Lopez Brian Lee Michael
Car no one needs
Jones Larry Allen Helen Clark Dorothy
Clark John Rodriguez Gary Taylor Lisa
"I drive a pos VW beetle. Every day someone takes a photo, and the worst thing is someone ALWAYS wants to talk about it. Kids punching each other. Not that big of a deal. With that being said, I saw a cybertruck once here in the middle of nowhere, they are not as bad looking in real life."
Clark Donald Robinson Paul Allen Kimberly
The thing is that I don't play lottery any body interested to donate me one lol
If I won a lottery I would buy @ cybertruck I was impressed by its demo kuz before in car accidents the glass would cut and deform human face or body but with the demo we do see that it does get in breaking point but with less risk that the passenger gets disfigured
Thomas Brenda Jackson Jason Lee Susan
🤚 I didn't come from tik tok
Allen Joseph Jackson Richard White Donna
Jackson Carol Taylor Gary Thompson Timothy
Martinez Melissa Robinson Sarah Taylor Amy
Moore George Martin Carol White Shirley
Davis David Jones Jeffrey White Ronald
It's a piece of garbage
Johnson Kevin Robinson Richard Lee Patricia
Lee Ronald Jackson Thomas Gonzalez Christopher
White Ruth Harris Edward White Margaret
Wilson Melissa Jackson Jason Hernandez Brenda
6209 Hadley Center
Garcia Frank Johnson Brenda Jones Cynthia
"Hey Tesla, next time if you're going to make an extended battery, how about make it a whole flat bed battery as thin as you can and getting the same range step pack so it doesn't even look like a battery and it doesn't take up the space so you can't use it"
Martin Amy Moore Ronald Young William
I love that truck
Hall John Johnson Sharon Williams Linda
Ignacio Square
"I’ve driven the model X. Can’t wait to drive this. I’ve driven a Model Y as well. That’s my favorite I’ve driven, after the Model X"
Personally I like the design of it.
Lopez Angela Moore Charles Thompson Mark
Taylor Shirley Wilson Brenda Harris Brenda
This didn’t age well did it
"This truck has been destroyed on durability tests.
Tesla truly is the Apple of cars, shiny stuff, but horrible consumer practices, and unpractical and disposable products"
Wilson Deborah Lee Anna Rodriguez Jeffrey
"I respect them,  they are like a magic power up from supermario and no other car has been that unique with that durability and performance."
Bro we all know Elon musk came back with this idea from the future
Iconic for clout chasers😂
My brother can’t even do a real test
Didn't realize you were a Musk fanboy. This came across as very biased as you ignored so many issues the truck has.
I saw another YT video where the trailer hitch got ripped off the back of the Cyber Truck when trying to pull an F150
Dude your ad placement is hilarious and I love it👏 way to keep us hooked😎😂
Johnson Helen Allen Thomas White Laura
🦿💯🦾❤️‍🔥
Taylor Jose Rodriguez James Thomas Jose
"I don't know why people get the idea that hospital bills in the US are insane here inside this comment section. My mother uses Medicare and is absolutely fine (it is there for people who apply for it but people don't apply for it). I have insurance as well, which would have been paid by taxes anyways that I'd have to put into if we had your style of system. Are there issues with the healthcare system? Yes. Is Europe absolutely perfect with its healthcare, despite how much funding goes into it? No. It has many flaws. 

These black and white blanket statements are rather silly. Every country has their pros and cons. Europeans don't understand that the US itself is ALMOST as large as all of Europe combined. Imagine driving from the top most point of Europe to the southern most point and see how long that would take you. We have far larger surface area to get to places and different issues because of it. One country has to deal with a very tiny amount of road space compared to the US. We have much larger roads so it can accommodate trucking because it is how we can best get inventory all across of the nation (think of trying to do that for all of Europe with our size comparison). 

We also have a different culture and different interests. We have many, many different cultures within the US. You go one state over and you'll find a ton of differences in way of thinking and doing things. It would be better to compare the US by states like you do European countries because that is what it would be like for size comparison. You should compare healthcare by state to other EU countries healthcare. And not every EU healthcare is that great, let's be honest. And Europe has almost 2.5x the population as the United States with a lot more infrastructure built over thousands of years. How can you compare that to a country as young as the US. Let's be honest here.

Crime rate? 

Luxembourg has a murder rate of 1.39 per 100,000 people.
Latvia has a 4.05%.
Finland has a 1.5%.
Turkey has a 2.46%.
Estonia has a 1.35%.
Lithuania is 2.21%.

What about the US?

Maine's murder rate is 1.03% WHAT?! No way! Lower than EU ?!
New Hampshire is 1.26%
Connecticut is 1.5%
Mississippi is 2.45%
Kentucky is 2.14%

Is the US generally less safe than Europe? Yes. We also have many things and rights that EU doesn't have or apparently want, which is fine. People will vote and choose to live how they want. If the US wants what they have then what right do you have to try and tell them otherwise. EU is far from perfect. Just as the US is far from perfect. Work on your own country and stop attacking others. Maybe you'll make your home a better place to live rather than typing random stuff on a video you probably should never have watched to begin with since it doesn't sell to you.

I find many of these arguments very pointless. Countries are different and do things differently. Why you won't conform to the way the US does things the US won't conform to the way you do things. Just live your life in your culture and if you don't like the car, then don't buy it. I don't know why you'd be on this video if it isn't something you're invested in getting. It just feels like hate mobbing, throwing hatred at something you, as you say, never see where you're from. Why can't people just enjoy things that they enjoy? If people like the big truck and a place allows it and the voters are fine with it in that country, then let it be."
"I hate how much I love mine, in 37 vehicles it’s the best car I’ve ever owned."
bro knew what he was doing with that ad break when he took the hammer out
Cannot understand why this is better than a 3 row suv…
i absolutely love the look. I would prefer if it was satin stealth matte black. But it is very sci fi futuristic and the aesthetics are super cool. I feel like the online hate is largely due to Elons polarizing personality.
A perfect rubbish car idea
Davis Donna Brown Thomas Gonzalez Thomas
"I dunno if it’s because of the way the sun reflects off the metal or if it’s CGI, but some of the vids don’t look real"
"your money, your choice, remember Arnold driving his Humvee around LA that was quite a sight.  I sure hope this ain't the future.  For every solution addressed via innovation, there is a subsequent problem created.  I can't wait for the humanoid robot which I also think will be bullet proof against small caliber weapons."
Looks pretty fine tho
"I will never care about even the best of sound systems, accelaration, looks, steering in a car
if at the same time it is a safety disaster.
This isn't a phone, your choice of vehicle can endanger your AND OTHER PEOPLE'S lifes.
Crumple zones are important. In a crash you won't win, your car will. It might not be totalled (at least from the outside) but you will be.
This needs to be adressed."
"Please do not use the self-driving feature of your Tesla, thank you."
Your annoying
"""If someone hits you, you'll be fine... *you'll* be fine."" Yep, you might be charged with manslaughter even though they might've survived if your truck was aluminium, but *you'll* be fine."
"YES! The STEERING BY WIRE/ REAR WHEEL STEERING is wonderful!! As much as my CYBERBEAST cost I want everything perfect but I know I am a Beta Tester. So far my biggest complaint is that I have to drive 250 miles to get service!
I’m liking it a lot more than I did the first week or so, but if I had been able to have a test drive…I wouldn’t have bought it!
It’s such a pain in the ASS to change what you are listening to. Definitely First World Problems. Poor Me!"
Absolutely disgusting 🤢 Tesla cars just all look pretty much awful tbh
A true hallmark of failure. lol.
Not gonna lie. I went crazy when i first seen one on the road
Jones Eric Lee John Jackson Richard
Awesome video. Very informative
Young Brian Anderson Barbara Lee Cynthia
I like the look of it. It’s different and eye catching.
Oof... This is a cybertruck commercial. Not a review
"사람과 기차가 충돌하면 사람은 여러조각이 된다
사이버트럭도 마찬가지일듯"
"Lmao, calling this a review is ridiculous."
6:49 ad incoming
Wrong analogy. Same thought but this time imagine a VW beetle. You're too young to remember when they first hit the street. Same reactions as the cybertruck. Millions of them  on the road and that same feeling lingers....Very rare to obtain true icon status. Jury is still out on the Cybertruck.
To some of y’all here: Stop complaining and move on if you’re so repelled by a frikin car. Seriously gtfoh and go to a video that bashes the cybertruck. It’s not a casual daily driver and is meant to be an outlandish “truck”.
Davis Nancy Lee David Martin Jeffrey
ARK II
This ninja has two of them. 😮😅
Nice vid but i think he should've used the cyberbeast instead of tue all wheel drive
"Being iconic doesn't mean it's not crap. The Reliant Robin is incredibly famous and iconic because of its flaws, for example."
It's an iconic piece of crap. Stop being a Musk fanboy.
its for fascists and warlords
White Nancy Jackson Betty Jackson Jason
"It’s very weird to me that Marques considers variable ratio steer by wire a good feature.

The tech equivalent would be to use mouse acceleration on a computer. Yuck.

Gordon’s T50 did it the correct way. Clutched in power steering at low speeds, not variable ratio."
If someone hits you... you will not be fine... your car will... but you won't. There's a big reason why every car is designed to crumble in an accident
This is a good tesla right
YOUR CHILD!😅
"The F150 is a conservative fashion statement.  You know, like ""I have small hands so I buy the biggest truck I can find to make up for my inadequacies, wasting 400 gallons of fuel annually!"
33.5' turning radius is excellent.  Anything less than 35' can generally turn around on any street without backing and filling ...
"They gave you steer by wire and four wheel steering, but you paid for drive automation it doesn’t have. Perhaps the two are related since a non variable steering column is programmed differently than the one the truck needs. But you paid for it."
The cybertruck is an icon of the dystopian future! A future that doesn’t work! A warning for anyone who might think of buying a Tesla!
Iconic?  Yes.  Good?  No.
Imagine waiting 2 years for this trash
..... My child is crazy
The Windows Are So Dope!!!
Black man made the design way b4 this truck ever hit the market! We are looking @ a truck that already tried to get created but just now got the technology to bring it to life
Bro… Maybe I should do my research but how do you get all of this technology… I gotta get my game up though & for sure will invest soon!
Might take a couple years for people to not behave like that frfr
The winch on the back of the tesla cybertruck being strapped on by PLASTIC is a crime in istelf
"I think you meant ""moronic""."
"That is very smart thinking and I totally agree with that. Kinda sad that the brain must go burrr, get more ego horsepower. The Cybertruck,  Is the most American made truck on the planet and also the fastest truck."
"Being iconic is, A normal every day person recognizing you car instantly 50 year later. This will be the one of a few that will truly be “iconic”"
This right here is the benchmark of PRODUCT REVIEWS just immaculate mkbhd
"It looks like that robot from the movie,  THE DAY THE EARTH STOOD STILL. Thus makes it totally awesome."
"Haha I'll be laughing at people who want to get this truck because they want to be ""environmentally friendly."" Trust me, there is nothing environmentally friendly about a big vehicle. Get a small gas-powered sedan instead if you want to help the environment."
The Jar Jar Bonks of cars.
"one thing i want to say, the truck has steer by wire meaning if it gets stuck in mud it will be almost impossible to get out without the help of another truck or winch"
I personally think Rich Rebuilds has the best take on this truck
I kept thinking how dangerous those pointy metal corners are for other vehicles/people on the roads……
"Just keep one thing in mind, the cybertruck and like everything else in the world is not for everyone, I personally like it but wouldn't get one till at a later date when some of the issues do get fixed, looks and appearance do not matter to me just like with people I simply do not care what you look like, if it drives and it is suitable for me then I like it, simple as that. (This comment is aimed towards the viewers)"
People wondering if steer by wire is safe just keep in mind that airplanes are steering by wire 😅
Is robocop iconic? Because it looks like something out of robocop
The Volkswagen bug is iconic and heavily mass produced.
Very cool but very ugly also
No durability tho
its a low poly asset
"Looks like something a sci-fi villain would drive, trying to run over the cute 80s hero driving a motorbike"
Auto focus review has more views than this high production review : Ironic !
"7:30 I just don’t understand why you’d want a super duper sturdy exterior. If someone hits you, you’ll be fine, but if you run into a tree at high speed you’ll die. To go from idk 90 km/h to 0, something has to absorb the energy, and if it’s not the car, it’s your squishy self."
"Ugliest car I've ever seen, but i still like it 😂"
Not me learning that its not available in Australia :(
"Seeing the background made me notice it went through my hometown, while I was outside talking with locals. I saw a cyber truck pass by. Might have been this one lol"
Honestly the more I see them on the road the less impressive I get .. just not my taste for the grey/silver but that all black one 😏
I honestly don’t mind the look I think it’s kinda cool but I dislike everything else about the truck
Karmann Ghia. mass produced. you'll get more looks with that thing than a Lamborghini any day of the week.
"In 20 years, this car will be on a list of the worst cars ever. Its been a disaster"
"12:51 definitely saying this for taxation purposes lmao, ily marques"
"the problem is thta the cybertruct is just a fun truck, is not about thing that an actual truck can do.  makes no sense. why would someone be racing on a cybetruck?"
Iconic... for the wrong reasons.
🖐🏼
"Alright, now take it to a car wash"
They are everywhere on every road here in Northern California 😅😅😅😅 No one pays attention to them as much as the owners which they did.
YOUR VISEOS ARE TOP NOTCH!  THANKS SO MUCH!
This shit aint a review...
WhistlinDiesel tested it where its rear bumper just shears off from a tow... lmao paper thin bodyframe no one should buy this
Tbf I think the exterior design is the best bit. It just look so cool ( in my opinion)
Suprised MKBHD hasn't been canceled yet for not jumping on the elon hate
Niet! The shape!
"I like this video so much. If you dont mind, I would like to ask your permission to share this video to the other website in China for the embarrassing reason that you Youtbe is blocked from accessing in China. Of course, I will give sources of the original website. Thank you very much."
Looks like a rolling trash can
"Well my personal truck only gets used for towing a few times a year, but the invaluable part is just having an open ended bed. I use that all the time. Of course there are cheaper options for open ended beds, but an SUV is absolutely not the same use case."
i actually like the design. Very futuristic. And about damn time
This was a really good fair review.
"Ironically bad......

How many lemons have they produced so far..."
"As a technical review it's pretty interesting
As a consumer review it's terribly irresponsible"
"Isn't the wheal add a risk of serious hazard ? What happen if, for a reason or another, teir is a dysfounction in the transmission of inputs ? 

You crash while mechanicaly, everything is working ?

Behind the cool first impression, sounds a really dumb idea to me"
Faster than a cc??? Huh
"The first time is saw it when it was just being launched i was like that's the ugliest car I've ever seen.. now, i don't know maahn It's incredible how you can be easily influenced by Society.😂😂"
I would pull my hoody over my head too when stepping out of a cyber truck.
I literally expected marques to tear the cybertruck apart for how shitty it is but instead got suprised by the way he was glazing it
"I'm so glad Europe isn't getting this disgusting thing. It's absysmal. Shoddy built, spartan interior, terrible rear view, and useless box."
thank musk for having the balls to release this truck
looks really good
"Barley mentioned the interior or safety,.. very bad look marques"
Its getting FSD with 12.5
I would rather it in full mat black with some bigger OS rims
One of the best reviews ever❤❤🎉
Looks like a dumpster and that’s why eyeballs pop out
Elon Musk loves back to the future.
"The car is pretty sick, I don’t know why people hate it so much
To me, many people pretend to hate it cuz most of them can’t afford it no offense 
It’s pretty obvious 😅"
"Are you... sure the most dangerous thing isn't its lack of crumple zone?
I was really interested in your channel, from the buzz about your ""controversial"" review, but it feels incredibly disengenuous how much you gloss over really important problems with this vehicle.The highlights seem great, and I can agree with a lot of those innovative pieces of tech in the vehicle being useful, but did they need to be in a rigid body steel block, that you cannot see out the back of without taking your eyes completely off the road?"
"I was invited to the second step and gave Tesla  another $1000. There’s something off though so let me know what you think:
1. I did the original preorder in June 2021. I figured I was somewhere between 150k-200k based on some articles I read at the time. The recent recalls where they are forced to publish figures suggest Tesla made some 12K trucks by July 2024. So, how did I get invited unless like 80-90% dropped out?!
2. I am looking on CarGurus now and the Cyberbeast, which is like 131k for the tag, is being sold in multiple states for 140k-143k which is a modest premium and is almost breakeven

Does this sound like what was advertised? I think I have another 2-3 months before they call me for the final payment and delivery but this is starting to look like a major flop and I might have to walk away since cheaper to let go of the deposits than pick up a car which could be depreciating like the rest of the Teslas. Where can I see reliable information on how many cars they made and how many preorders still exist?

Also, was considering renting it on Turo for like $350-400/day. Thoughts on the feasibility?"
Good ❤ Sound Quality on this Video. Great work here man! 👍
"you also forget to mention the BIGGEST thing when towing your range gets at least cut in half or more, as a reviewer thats a critical thing you need to mention tbh"
"honestly tech reviewers reviewing vehicles is just not a good idea tbh!, they don't i think truly understand what customers want especially in trucks, they focus on alot of the tech, that steering wheel thing really isn't special lets be real but he never reviews average joe cars"
"Your 911 Turbo is an iconic design that's evolved over what, 60 years? And how many tens of thousands of them are on the roads?"
Nah in Miami every one has a cyber truck
Can you get it lifted?
JAJAJA look line a aluminum can with wheels..
"""steer by wire"" or electric power steering exists even on Russian Ladas. Tesla are the new king of turning 50 year old technology into an innovative feature."
also like... is it fine? is it fine that you buy a fking massive truck that you can't see like half a metre in front of the dashboard and would literally flatten a cyclist on impact  just cos it looks cool... and not cos you need it to perform literally any of the functions it is SO BIG and dangerous to achieve?
"Very well researched, as usual.   Thx.  I think I will order mine."
The Porche ad is fake
"So, it's basically a futuristic looking El Camino...aight cool"
Pavement princess
My decade old Mustang has steer-by-wire...
So one thing the steering mechanisem is soooo overrated because if get dirt over the sensors or the sensor are blocked from anything your gone so i think its pretty overrated
you got the best presentation skill in the world.
He actually thinks that millions of idiots will buy that thing??
It’s ugly and beautiful at the same time. Brilliant! ✨
MKBHD is kinda biased on Tesla
does Iconic mean ugly?
I look at it because Im still shocked at the lack of creativity that went into the design by the team at the local kindergarten.
...the intro was so cool I got whiplash to the panning of the actual truck because I forgot how stupid it looked.
"I am old enough to remember the PT cruiser and yes- thought the design was super cool. But then I drove it and it was a DOG. Not just bad, terrible. Cyber Truck? I wasn’t crazy about the design but after driving it?? Sweet! ❤"
"Car accident smh 😮ugly , waste of money ive seen 2 in NC on the road"
Tesla has been Suckering these people. That Tin Can looks Horrendous. The Interior literally has an Ipad as a Dashboard 😅.
"its unsafe for pedestrians, its unsafe for other vehicles on the road, its unsafe for the driver, its unsafe for your taste..F"
Bro used stealth technology
I heard its a 💩.
Jeeze did I like that video. One of the best review ever made by Marquee. So informative while being entertaining.
"being iconic means a historic distance to begin with. further it has to put a mark on an era, to become its symbol. this monstrosity is a testament of times it was created in at best: purposeless, impotent, ugly... fake."
I cant even imagine what it would cost to repair these trucks after a mild accident. I think its safe to say most body shops have no experience fixing stainless steel body panels. You cant just fill with bondo and color match the paint..
"I don't think the wacky design will wear off on people when it's mass produced. I see goofy cars like the Nissan Cube all the time and I still always think ""why would you buy that?"" Dodge Rams are also getting very popular where I live (I see them almost daily now) and I think the same thing. When cars stick out like a sore thumb, I don't think people will be desensitised."
The ugliest car ever made!
"I'm so happy this is a topic for a MBL video because the rubber necking trend around certain vehicles can be extremely dangerous, and its interesting to see it brought to the ultimate level here."
Damn i never thought there would be uglier car coming from the usa.
you've become such a shill... smh
Wow. This is gonna be a W garbage can upgrade 🔥🔥🔥🔥
Fanboy shill
"I’ll never forget in middle school everyone picked on me for being awkward!

Now that I’m older and rich everyone from high school that went to College still think I’m AWKWARD…
But worth more 😊"
Fire review and editing
the VW was also mass produced but still iconic.
"Them : so what topic are you touching on about the cyber truck?

Marques: YES"
Does the fingerpring door unlock work in wet conditions
They're not laughing with you....
Have you seen how badly this thing has been failing? The amount of times it has had to be towed?
"Maaaan, he's so nervous he's gonna say the wrong thing. If he comes out as an Elon bootlicker, it's over . If he pisses off Elon bootlickers, it's over. I swear he was clenching his asshole so tight the microphone picked up the sound :D"
"You come across as a fan boy ofvthis product and not an unbiased reviewer.  You failed to mention any of the safety issues with this vehicle.  The less than stellar brakes, the aharp edges, the failure to consider the damage to other people if this hits them.  Pump the 0 to 60 but whats the 60 to 0.  Fail to mention this vehicle has no independent crash test data.  I could go on.  I have seen you review many other products with a more critical eye."
It's not very fun it's very dangerous and YouTubers like yourself are playing into that with people who are unqualified to drive vehicles of this size at that speed you're pedestrians in these locations there are other cars
Just fyi you can modify diesels to run through deep water.
"Giving a lot of leeway to tesla, that you dont give to other mfg."
Thing that holds door closed fails
Rusts easy.  Stains easy.
The steering you completely ignore the fact that there's almost a full second delay at high speed and because you don't have any road feel feeding back into that steering wheel it's going to lead people to oversteer and overcompensate.  Other reviews have shown suburbans having as good or better turn radius.
Iconic failure.
Ugliest thing on the road and I'll die on this hill
"The most dangerous thing is the hundreds of thousands of men, women, and children in the Congo crammed into industrial cobalt mines to get the resources for vain luxuries such as this that we seem to take such pleasure in flaunting."
Totally not biased
So you are here to just endorse the cybertruck 💰? This is not a review !
"Looks like a stealth lunar rover.  When they reach end of life, we can load them all onto Elon's SpaceX rockets and decorate the moon with them.  All those stainless steel mirrors will reflect a lot more moonlight onto the earth at night, so we'll be able to save some electricity at night."
no!
"I suppose the Elephant Man got alot of stares as well, is his look iconic?"
The shilling is wild here
"I think one of the most impressive aspects of the truck is how they've managed to remove the risk of anybody keying your car. Now all you need to do is run your finger across the body, and you've fcked it up well enough."
AFter All Of That @ 1:10
4 recalls
Looks like a mac on wheels. Im surprised thats not apple that owns it.
So when a steering sensor fails then what? Is there some other way to control the vehicle?
It’s hardly iconic. It’s already been proven to be an unreliable POS disaster. Tesla should be utterly embarrassed by their lack of quality control and care in craftsmanship. In a few years independent used car lots will be selling these for $15K.
pretty sure the biker gave you the thumbs down because he understands that if he gets in an accident with a cyber truck he's dead
Ohhhh its iconic already. Probably not for the reason youd like. A cool vehicle does not illict the urge to point and laugh at it when it passes.
Truck looks like it came out of mine craft
I littelry drove this car in roblox before i knew of it existence
What happens when you get into a accident are there crumple zone to protect your body from the effects of the impact?  The skin does not seem to allow that if it’s “ indestructible”
Bullet proof stainless steel overrated 🤓 real MF’s realizing that tupac would still be alive rn if he was in the “overrated stainless steel cybertruck
I’ll get one when I retire in a few years
I‘ve come from 2 bored guys ❤
BMW has had variable steering for decades ...
"You could've killed Tesla but you chose honesty, disappointed"
"Bunch of Tanks rolling around the streets , will look like foreigner country where everyone is forced to look and drive the same thing. Hilarious and when the government decides to shut you down you wont be able to drive your car or worst there is an issue with Electricity and your dead in the water because you cant charge"
I never knew so many people cared about the safety of others until I read the comments in this video.
íconic@
Far as safety. It's bulletproof. Impact is more dangerous if it hits you vs. you driving.
The straight line speed has always been a bit ridiculous considering you'd bin the car into the ditch at the slightest curve in the road...
The cybertruck isn't the first car with ss body panels.  The delorean was SS as well.
This gotta be the most iconic intro ever !
Oneday when i get rich I'll buy one and drive it here in Ghana 😊
I'm just glad that this thing is not legal in the civilized world.
"Dude, once the price drops at the end of the year, nobody is going to be looking anymore. Stick to the actual features"
"I think it looks decently cool. For a pickup truck, it's good. The issue is that Tesla's testing and QC is garbage. They're basically killing people"
im pretty sure i drew this i kindergarten
"“Wanting to keep your car clean”, it’s a car, you are driving it outside with dirt and weather elements and stuff, who cares lol"
"I live on the island of Hawaii. My husband and I just saw this vehicle on our street. Our first impression was, “WOW! That looks like an alien car🤦🏽‍♀️! Maybe it is a movie prop.”"
It’s ugly and stupid. End of review.
This dood is the real life Tolken 😂
He's somewhat jealous.  He has all gass  cars .difficulty transitioning. Humm !
This video is a perfect summation of why I don't like this guy's content.  It's a review of hype that's both too vague and far too narrow.
"✋unbelievable , company like tesla is making such worst design, as it looks like just thy have to launch the vehicle they have launched, secondly it's reflection during day will hamper the other car driver."
"So, I get an ugly truck AND strangers keep coming up to me and bothering me?"
Probably firt ever concept car to reach production
"An entire 30 minute ""review"" and not a single negative thing mentioned. I never lost so much respect for Marques as I did watching this."
Have you had the opportunity to review the collaboration between Sony and Honda resulting in the EV Afeela?
The design looks like it was inspired by a razor blade and sharks and I'm here for it. Coolest thing on the road!
"I remember someone has a video where they mentioned that the Cybertruck is basically Musk's brain child and it basically encompasses what's wrong with his mindset
The truck is fast and cool looking sure, but also hugely impractical and is basically an engineer's nightmare. 

The product wouldn't have been mass produced had it not been for Musk throwing money at it."
Isuzu Dmax >
Looks like something from Total Recall… the original movie with Arnold.. not that crapstain remake
"Piece of unprotected steel, hence the ""truck"" with the smallest trunk. Idk what's iconic about this car, besides the looks."
G wagon is iconic and it is mass produse
"if you do trafic to trafic light full power , battery down in less then 1 hour , and change tires in a few months "
Its ugly.
"Was this just a product placement video?  No mention of the rapid rusting?  Or the user manual that states you shouldn't wash it in sunlight, or leave it out in the rain? No mention of the reliability issues and the panels falling off?
🤔"
