Comment,cleaned_comment,Sentiment
To some of y’all here: Stop complaining and move on if you’re so repelled by a frikin car. Seriously gtfoh and go to a video that bashes the cybertruck. It’s not a casual daily driver and is meant to be an outlandish “truck”.,"stop, complaining, move, repelled, frikin, car, seriously, gtfoh, go, video, bash, cybertruck, casual, daily, driver, meant, outlandish, truck",Negative
It's an iconic piece of crap. Stop being a Musk fanboy.,"iconic, piece, crap, stop, musk, fanboy",Negative
its for fascists and warlords,"fascist, warlord",Negative
If someone hits you... you will not be fine... your car will... but you won't. There's a big reason why every car is designed to crumble in an accident,"someone, hit, fine, car, wont, there, big, reason, every, car, designed, crumble, accident",Negative
The cybertruck is an icon of the dystopian future! A future that doesn’t work! A warning for anyone who might think of buying a Tesla!,"cybertruck, icon, dystopian, future, future, work, warning, anyone, might, think, buying, tesla",Negative
..... My child is crazy,"child, crazy",Negative
The winch on the back of the tesla cybertruck being strapped on by PLASTIC is a crime in istelf,"winch, back, tesla, cybertruck, strapped, plastic, crime, istelf",Negative
"I think you meant ""moronic"".","think, meant, moronic",Negative
"one thing i want to say, the truck has steer by wire meaning if it gets stuck in mud it will be almost impossible to get out without the help of another truck or winch","one, thing, want, say, truck, steer, wire, meaning, get, stuck, mud, almost, impossible, get, without, help, another, truck, winch",Negative
I kept thinking how dangerous those pointy metal corners are for other vehicles/people on the roads……,"kept, thinking, dangerous, pointy, metal, corner, vehiclespeople, roads",Negative
Very cool but very ugly also,"cool, ugly, also",Negative
Auto focus review has more views than this high production review : Ironic !,"auto, focus, review, view, high, production, review, ironic",Negative
"Ugliest car I've ever seen, but i still like it 😂","ugliest, car, ive, ever, seen, still, like",Negative
"In 20 years, this car will be on a list of the worst cars ever. Its been a disaster","year, car, list, worst, car, ever, disaster",Negative
Iconic... for the wrong reasons.,"iconic, wrong, reason",Negative
They are everywhere on every road here in Northern California 😅😅😅😅 No one pays attention to them as much as the owners which they did.,"everywhere, every, road, northern, california, one, pay, attention, much, owner",Negative
This shit aint a review...,"shit, aint, review",Negative
Suprised MKBHD hasn't been canceled yet for not jumping on the elon hate,"suprised, mkbhd, hasnt, canceled, yet, jumping, elon, hate",Negative
i actually like the design. Very futuristic. And about damn time,"actually, like, design, futuristic, damn, time",Negative
"Ironically bad......

How many lemons have they produced so far...","ironically, bad, many, lemon, produced, far",Negative
"As a technical review it's pretty interesting
As a consumer review it's terribly irresponsible","technical, review, pretty, interesting, consumer, review, terribly, irresponsible",Negative
"Isn't the wheal add a risk of serious hazard ? What happen if, for a reason or another, teir is a dysfounction in the transmission of inputs ? 

You crash while mechanicaly, everything is working ?

Behind the cool first impression, sounds a really dumb idea to me","isnt, wheal, add, risk, serious, hazard, happen, reason, another, teir, dysfounction, transmission, input, crash, mechanicaly, everything, working, behind, cool, first, impression, sound, really, dumb, idea",Negative
I literally expected marques to tear the cybertruck apart for how shitty it is but instead got suprised by the way he was glazing it,"literally, expected, marque, tear, cybertruck, apart, shitty, instead, got, suprised, way, glazing",Negative
"I'm so glad Europe isn't getting this disgusting thing. It's absysmal. Shoddy built, spartan interior, terrible rear view, and useless box.","im, glad, europe, isnt, getting, disgusting, thing, absysmal, shoddy, built, spartan, interior, terrible, rear, view, useless, box",Negative
"Barley mentioned the interior or safety,.. very bad look marques","barley, mentioned, interior, safety, bad, look, marque",Negative
"The car is pretty sick, I don’t know why people hate it so much
To me, many people pretend to hate it cuz most of them can’t afford it no offense 
It’s pretty obvious 😅","car, pretty, sick, know, people, hate, much, many, people, pretend, hate, cuz, afford, offense, pretty, obvious",Negative
"you also forget to mention the BIGGEST thing when towing your range gets at least cut in half or more, as a reviewer thats a critical thing you need to mention tbh","also, forget, mention, biggest, thing, towing, range, get, least, cut, half, reviewer, thats, critical, thing, need, mention, tbh",Negative
Nah in Miami every one has a cyber truck,"nah, miami, every, one, cyber, truck",Negative
The Porche ad is fake,"porche, ad, fake",Negative
So one thing the steering mechanisem is soooo overrated because if get dirt over the sensors or the sensor are blocked from anything your gone so i think its pretty overrated,"one, thing, steering, mechanisem, soooo, overrated, get, dirt, sensor, sensor, blocked, anything, gone, think, pretty, overrated",Negative
He actually thinks that millions of idiots will buy that thing??,"actually, think, million, idiot, buy, thing",Negative
MKBHD is kinda biased on Tesla,"mkbhd, kinda, biased, tesla",Negative
does Iconic mean ugly?,"iconic, mean, ugly",Negative
I look at it because Im still shocked at the lack of creativity that went into the design by the team at the local kindergarten.,"look, im, still, shocked, lack, creativity, went, design, team, local, kindergarten",Negative
...the intro was so cool I got whiplash to the panning of the actual truck because I forgot how stupid it looked.,"intro, cool, got, whiplash, panning, actual, truck, forgot, stupid, looked",Negative
"Car accident smh 😮ugly , waste of money ive seen 2 in NC on the road","car, accident, smh, ugly, waste, money, ive, seen, nc, road",Negative
Tesla has been Suckering these people. That Tin Can looks Horrendous. The Interior literally has an Ipad as a Dashboard 😅.,"tesla, suckering, people, tin, look, horrendous, interior, literally, ipad, dashboard",Negative
Bro used stealth technology,"bro, used, stealth, technology",Negative
"being iconic means a historic distance to begin with. further it has to put a mark on an era, to become its symbol. this monstrosity is a testament of times it was created in at best: purposeless, impotent, ugly... fake.","iconic, mean, historic, distance, begin, put, mark, era, become, symbol, monstrosity, testament, time, created, best, purposeless, impotent, ugly, fake",Negative
I cant even imagine what it would cost to repair these trucks after a mild accident. I think its safe to say most body shops have no experience fixing stainless steel body panels. You cant just fill with bondo and color match the paint..,"cant, even, imagine, would, cost, repair, truck, mild, accident, think, safe, say, body, shop, experience, fixing, stainless, steel, body, panel, cant, fill, bondo, color, match, paint",Negative
The ugliest car ever made!,"ugliest, car, ever, made",Negative
Damn i never thought there would be uglier car coming from the usa.,"damn, never, thought, would, uglier, car, coming, usa",Negative
you've become such a shill... smh,"youve, become, shill, smh",Negative
Fire review and editing,"fire, review, editing",Negative
Have you seen how badly this thing has been failing? The amount of times it has had to be towed?,"seen, badly, thing, failing, amount, time, towed",Negative
"Maaaan, he's so nervous he's gonna say the wrong thing. If he comes out as an Elon bootlicker, it's over . If he pisses off Elon bootlickers, it's over. I swear he was clenching his asshole so tight the microphone picked up the sound :D","maaaan, he, nervous, he, gon, na, say, wrong, thing, come, elon, bootlicker, piss, elon, bootlicker, swear, clenching, asshole, tight, microphone, picked, sound",Negative
"You come across as a fan boy ofvthis product and not an unbiased reviewer.  You failed to mention any of the safety issues with this vehicle.  The less than stellar brakes, the aharp edges, the failure to consider the damage to other people if this hits them.  Pump the 0 to 60 but whats the 60 to 0.  Fail to mention this vehicle has no independent crash test data.  I could go on.  I have seen you review many other products with a more critical eye.","come, across, fan, boy, ofvthis, product, unbiased, reviewer, failed, mention, safety, issue, vehicle, le, stellar, brake, aharp, edge, failure, consider, damage, people, hit, pump, whats, fail, mention, vehicle, independent, crash, test, data, could, go, seen, review, many, product, critical, eye",Negative
Thing that holds door closed fails,"thing, hold, door, closed, fails",Negative
Iconic failure.,"iconic, failure",Negative
Ugliest thing on the road and I'll die on this hill,"ugliest, thing, road, ill, die, hill",Negative
"The most dangerous thing is the hundreds of thousands of men, women, and children in the Congo crammed into industrial cobalt mines to get the resources for vain luxuries such as this that we seem to take such pleasure in flaunting.","dangerous, thing, hundred, thousand, men, woman, child, congo, crammed, industrial, cobalt, mine, get, resource, vain, luxury, seem, take, pleasure, flaunting",Negative
Totally not biased,"totally, biased",Negative
So when a steering sensor fails then what? Is there some other way to control the vehicle?,"steering, sensor, fails, way, control, vehicle",Negative
It’s hardly iconic. It’s already been proven to be an unreliable POS disaster. Tesla should be utterly embarrassed by their lack of quality control and care in craftsmanship. In a few years independent used car lots will be selling these for $15K.,"hardly, iconic, already, proven, unreliable, po, disaster, tesla, utterly, embarrassed, lack, quality, control, care, craftsmanship, year, independent, used, car, lot, selling, k",Negative
pretty sure the biker gave you the thumbs down because he understands that if he gets in an accident with a cyber truck he's dead,"pretty, sure, biker, gave, thumb, understands, get, accident, cyber, truck, he, dead",Negative
I‘ve come from 2 bored guys ❤,"come, bored, guy",Negative
"You could've killed Tesla but you chose honesty, disappointed","couldve, killed, tesla, chose, honesty, disappointed",Negative
"Bunch of Tanks rolling around the streets , will look like foreigner country where everyone is forced to look and drive the same thing. Hilarious and when the government decides to shut you down you wont be able to drive your car or worst there is an issue with Electricity and your dead in the water because you cant charge","bunch, tank, rolling, around, street, look, like, foreigner, country, everyone, forced, look, drive, thing, hilarious, government, decides, shut, wont, able, drive, car, worst, issue, electricity, dead, water, cant, charge",Negative
Far as safety. It's bulletproof. Impact is more dangerous if it hits you vs. you driving.,"far, safety, bulletproof, impact, dangerous, hit, v, driving",Negative
The straight line speed has always been a bit ridiculous considering you'd bin the car into the ditch at the slightest curve in the road...,"straight, line, speed, always, bit, ridiculous, considering, youd, bin, car, ditch, slightest, curve, road",Negative
"Dude, once the price drops at the end of the year, nobody is going to be looking anymore. Stick to the actual features","dude, price, drop, end, year, nobody, going, looking, anymore, stick, actual, feature",Negative
"I think it looks decently cool. For a pickup truck, it's good. The issue is that Tesla's testing and QC is garbage. They're basically killing people","think, look, decently, cool, pickup, truck, good, issue, tesla, testing, qc, garbage, theyre, basically, killing, people",Negative
It’s ugly and stupid. End of review.,"ugly, stupid, end, review",Negative
He's somewhat jealous.  He has all gass  cars .difficulty transitioning. Humm !,"he, somewhat, jealous, gas, car, difficulty, transitioning, humm",Negative
"So, I get an ugly truck AND strangers keep coming up to me and bothering me?","get, ugly, truck, stranger, keep, coming, bothering",Negative
"An entire 30 minute ""review"" and not a single negative thing mentioned. I never lost so much respect for Marques as I did watching this.","entire, minute, review, single, negative, thing, mentioned, never, lost, much, respect, marque, watching",Negative
"Piece of unprotected steel, hence the ""truck"" with the smallest trunk. Idk what's iconic about this car, besides the looks.","piece, unprotected, steel, hence, truck, smallest, trunk, idk, whats, iconic, car, besides, look",Negative
Its ugly.,ugly,Negative
"Was this just a product placement video?  No mention of the rapid rusting?  Or the user manual that states you shouldn't wash it in sunlight, or leave it out in the rain? No mention of the reliability issues and the panels falling off?
🤔","product, placement, video, mention, rapid, rusting, user, manual, state, shouldnt, wash, sunlight, leave, rain, mention, reliability, issue, panel, falling",Negative
"Yeah Marques I'm gonna be honest I've been kinda falling out of love with your reviews the last few years and I think this was the final nail in the coffin. Too many reviews where you fall over yourself to manufacture an enthusiasm about something that is obviously very flawed, to the point of glossing over and sometimes outright ignoring a lot of glaring issues. From the beginning I already couldn't take this video seriously, the montage of people taking pictures just made me roll my eyes so hard, especially with the hindsight that most of those folks were almost certainly taking pictures to make fun of it to their friends later. And to call that the ""most dangerous thing about the Cybertruck"" while speeding past it's more minor, well-known issues and then not addressing any of the other more serious problems that make this hunk of junk as unsafe as it is. This review has already aged very poorly in just a few months, but that into is gonna mean less than nothing in like four months when the novelty of seeing one in the wild has worn off and the general public has gotten bored or tired of seeing it. Hell, if anything the more real ""danger"" is that I'd be willing to bet a significant amount of drivers will be nastier to and more inclined to drive aggressively around a Cybertruck than other vehicles. 

I just kinda feel like if you're not gonna take a product review seriously and be honest and real about it, why do the review at all?

Haven't seen the video you did about it for your car review channel, hoping that one is better but I'm not holding my breath. Tbh I might just skip it.","yeah, marque, im, gon, na, honest, ive, kinda, falling, love, review, last, year, think, final, nail, coffin, many, review, fall, manufacture, enthusiasm, something, obviously, flawed, point, glossing, sometimes, outright, ignoring, lot, glaring, issue, beginning, already, couldnt, take, video, seriously, montage, people, taking, picture, made, roll, eye, hard, especially, hindsight, folk, almost, certainly, taking, picture, make, fun, friend, later, call, dangerous, thing, cybertruck, speeding, past, minor, wellknown, issue, addressing, serious, problem, make, hunk, junk, unsafe, review, already, aged, poorly, month, gon, na, mean, le, nothing, like, four, month, novelty, seeing, one, wild, worn, general, public, gotten, bored, tired, seeing, hell, anything, real, danger, id, willing, bet, significant, amount, driver, nastier, inclined, drive, aggressively, around, cybertruck, vehicle, kinda, feel, like, youre, gon, na, take, product, review, seriously, honest, real, review, havent, seen, video, car, review, channel, hoping, one, better, im, holding, breath, tbh, might, skip",Negative
It puts Lamborghini to shame,"put, lamborghini, shame",Negative
It’s ugly and pointless,"ugly, pointless",Negative
"Marques, this video throws your credibility out the fken window. If this is how you gloss over all the problems and ignore most of the complaints, then I imagine a lot of your videos are just as bad, but hard to notice unless your very well versed in the tech...","marque, video, throw, credibility, fken, window, gloss, problem, ignore, complaint, imagine, lot, video, bad, hard, notice, unless, well, versed, tech",Negative
UGLIEST CAR EVER,"ugliest, car, ever",Negative
I feel like the Cybertruck is only iconic because of how ugly it is. It catches your eye because it stands out like a sore thumb.,"feel, like, cybertruck, iconic, ugly, catch, eye, stand, like, sore, thumb",Negative
"Didn't learn anything new about the ugly tuck, but certainly learned not to listen to this fanboy","didnt, learn, anything, new, ugly, tuck, certainly, learned, listen, fanboy",Negative
"If the top speed wasn’t electronically limited and reached before the end of the 1/4 mile, would it have won the drag race?","top, speed, electronically, limited, reached, end, mile, would, drag, race",Negative
"Its ugly, over priced and we already know that Tesla Employees have abused the Camera System on Teslas to Spy on people in their own homes (garage) in the past. There is Also the MAJOR ISSUE OF BATTERY RECYCLING THAT EVERYONE IGNORES (LACK OF).

So the only staring that you'd get from me is the in disbelief someone wasted their money yet again.

Anyone remember how many miles the Tesla Semi is supposed to go before it breaks down (Garaunteed by Elon)? Wasn't it a million miles?  Hahaha snake oil salesman.

Guess GM is just as bad, selling your info to insurance companies and data brokers etc...

Ever thought of covering those real world issues? Or NO, might hurt the wallet too much?","ugly, priced, already, know, tesla, employee, abused, camera, system, tesla, spy, people, home, garage, past, also, major, issue, battery, recycling, everyone, ignores, lack, staring, youd, get, disbelief, someone, wasted, money, yet, anyone, remember, many, mile, tesla, semi, supposed, go, break, garaunteed, elon, wasnt, million, mile, hahaha, snake, oil, salesman, guess, gm, bad, selling, info, insurance, company, data, broker, etc, ever, thought, covering, real, world, issue, might, hurt, wallet, much",Negative
"""dump truck vibes"" LMFAOOOOO hes so serious and unserious at the same time","dump, truck, vibe, lmfaooooo, he, serious, unserious, time",Negative
Its iconically shitty that's for sure.,"iconically, shitty, thats, sure",Negative
"I'm unhappy that this vehicle was released to the public with the frunk's original issue of potentially breaking off a finger if caught in the side while closing (yes, Tesla has since fixed this) or the other issue of potentially lacerating your face or losing an eye while the frunk lid is open (or the back corner of the bed). I see this as extremely dangerous and yet the governing bodies decided this was not enough of a public safety issue to care. What's the point of safety regulations if they're ignored? I guess now we wait for the potential lawsuits from injuries due to the Cybertruck being designed the way it was.","im, unhappy, vehicle, released, public, frunks, original, issue, potentially, breaking, finger, caught, side, closing, yes, tesla, since, fixed, issue, potentially, lacerating, face, losing, eye, frunk, lid, open, back, corner, bed, see, extremely, dangerous, yet, governing, body, decided, enough, public, safety, issue, care, whats, point, safety, regulation, theyre, ignored, guess, wait, potential, lawsuit, injury, due, cybertruck, designed, way",Negative
"they are not pointing becuase they think its a cool car bro, hate to break it to you but they are making fun of you, the only reason its ""iconic"" is becuase there is finally a car worse than the ford pinto","pointing, becuase, think, cool, car, bro, hate, break, making, fun, reason, iconic, becuase, finally, car, worse, ford, pinto",Negative
"I didn't want to buy this truck until watching this video.
 yep I don't want to buy this truck.
 give me a mega cab dully Cummins","didnt, want, buy, truck, watching, video, yep, dont, want, buy, truck, give, mega, cab, dully, cummins",Negative
Do you not know how to drag race do don't start from idle when the light drops the car should already be up in the rpm especially for a turbo,"know, drag, race, dont, start, idle, light, drop, car, already, rpm, especially, turbo",Negative
one of the ugliest vehicles ever. looks like a lazy design,"one, ugliest, vehicle, ever, look, like, lazy, design",Negative
I heard there are bad blind spots.  True or false?,"heard, bad, blind, spot, true, false",Negative
"C’mon man! This thing is iconically terrible. No need for a 9mm round, just take an ice pick to the side panel.","c, mon, man, thing, iconically, terrible, need, mm, round, take, ice, pick, side, panel",Negative
"This BS is peak late stage capitalism. There is no actual valid reason for this 'truck' to exist. Why does it exist? Because there are tons of people with lots of money who don't an ounce of common sense and Elon decided he can make a quick buck from them. But is it necessary, no. As resources dwindle, commiting vast resources into useless impractical stuff like this vehicle should be discouraged or even regulated.","b, peak, late, stage, capitalism, actual, valid, reason, truck, exist, exist, ton, people, lot, money, dont, ounce, common, sense, elon, decided, make, quick, buck, necessary, resource, dwindle, commiting, vast, resource, useless, impractical, stuff, like, vehicle, discouraged, even, regulated",Negative
"cybertruck review: ""ignore all the problems guys they'll fix it in future""

humane pin and fisker review: ""never trust companies on what they promise for the future, judge the the product at hand not what they say they will do in future""

i see what's happening here","cybertruck, review, ignore, problem, guy, theyll, fix, future, humane, pin, fisker, review, never, trust, company, promise, future, judge, product, hand, say, future, see, whats, happening",Negative
How much did Elon pay for this???,"much, elon, pay",Negative
"Teste is subjective. 
To me the thing is  Iconically UGLY looking Car","teste, subjective, thing, iconically, ugly, looking, car",Negative
Idk man the glare light reflection might partially influenced a response 😅,"idk, man, glare, light, reflection, might, partially, influenced, response",Negative
Aren't cars supposed to absorb the impact when in an accident to keep the people inside safe? And not just be a huge block of metal that could  potentially crush other normal cars??? Am I missing something here?,"arent, car, supposed, absorb, impact, accident, keep, people, inside, safe, huge, block, metal, could, potentially, crush, normal, car, missing, something",Negative
"Cybertruck buyers, I got just one question:
How stupid do you feel? Now that you know what you gotten into.

Also, black and stainless are for appliances. Be real.","cybertruck, buyer, got, one, question, stupid, feel, know, gotten, also, black, stainless, appliance, real",Negative
"While Marques is one of the most respectable tech youtubers, it's quite painful to watch this.","marque, one, respectable, tech, youtubers, quite, painful, watch",Negative
"This might turn out to be one of the worst lemons of all time.  I have never heard of a car having this many commonly-experienced issues, from ones that can render the vehicle un-driveable(red screen of death for indeterminate reasons, don't take it through a car wash) to ones that cause damage to it(the windshield wiper can catastrophically fail leading to scratching the windshield, setting suspension height to maximum can cause it to damage itself), to ones that are just unfortunate(rusting?  Tonneau cover seals getting jammed up?  Windshield wiper motors burning out?).  It's hard to keep up with the myriad array of issues that are *common* to this truck, and it's hardly been on the road a few months!  As they get driven more the issues just pile up, with people now reporting on the CT forums that their side mirrors are rattling/shaking, and a couple of people even reporting that their entire drivers-side door is shaking at speed.  It sounds like they're literally falling apart.","might, turn, one, worst, lemon, time, never, heard, car, many, commonlyexperienced, issue, one, render, vehicle, undriveablered, screen, death, indeterminate, reason, dont, take, car, wash, one, cause, damage, itthe, windshield, wiper, catastrophically, fail, leading, scratching, windshield, setting, suspension, height, maximum, cause, damage, one, unfortunaterusting, tonneau, cover, seal, getting, jammed, windshield, wiper, motor, burning, hard, keep, myriad, array, issue, common, truck, hardly, road, month, get, driven, issue, pile, people, reporting, ct, forum, side, mirror, rattlingshaking, couple, people, even, reporting, entire, driversside, door, shaking, speed, sound, like, theyre, literally, falling, apart",Negative
Every time i see a cybertruck i wonder which poor smuck got scamed this time around,"every, time, see, cybertruck, wonder, poor, smuck, got, scamed, time, around",Negative
I hate this car 🚗,"hate, car",Negative
Anyone seen the crash test results? That its not published tells you it cant be good.,"anyone, seen, crash, test, result, published, tell, cant, good",Negative
"sorry this was a propaganda clip; poor all the bicyclists and pedestrians or small cars which will be harmed by this needless truck (and indeed all SUVs and pickup trucks; the stat noted in this clip speaks for itself: hardly any pickup owner uses it for what it was designed and instead pickup trucks are used to be a bully on the road; pickup trucks have gotten so large that cannot fit into a standard home garage; so much for using an electric vehicle to be environmentally ""friendly"" (which would mean to be more cognizant of others on the road or living) and all that b/s about 0 to 60 or bulletproof windshield or body, gee,  image a braindead w/ AR who just shot-up a school and now wants to get away with a bullet proof Cybertruck; what has our society came down to) (almost everything the host said is wrong now, just about 2 months after the clip was published: Tesla making money on everything it does, I do not think so; keeping people employed, I do not think so; Tesla being innovative, I do not think so; Cybertruck be mass produced, I do not think so) (when do you suppose Cybertruck be sold in Europe: hum, not in my life time, because it does not meet pedestrian safety, to say the least)","sorry, propaganda, clip, poor, bicyclist, pedestrian, small, car, harmed, needle, truck, indeed, suv, pickup, truck, stat, noted, clip, speaks, hardly, pickup, owner, us, designed, instead, pickup, truck, used, bully, road, pickup, truck, gotten, large, fit, standard, home, garage, much, using, electric, vehicle, environmentally, friendly, would, mean, cognizant, others, road, living, b, bulletproof, windshield, body, gee, image, braindead, w, ar, shotup, school, want, get, away, bullet, proof, cybertruck, society, came, almost, everything, host, said, wrong, month, clip, published, tesla, making, money, everything, think, keeping, people, employed, think, tesla, innovative, think, cybertruck, mass, produced, think, suppose, cybertruck, sold, europe, hum, life, time, meet, pedestrian, safety, say, least",Negative
"Who the hell thinks this thing looks cool? It looks incredibly stupid right out of the Jetsons or the 1982 Worlds Fair as ""the car of the future.""","hell, think, thing, look, cool, look, incredibly, stupid, right, jetsons, world, fair, car, future",Negative
"This vehicle breaks more often than a 7th grade relationship. Not to mention, the people who buy these are lame as hell. Tesla is a terrible company run by a terrible person.","vehicle, break, often, th, grade, relationship, mention, people, buy, lame, hell, tesla, terrible, company, run, terrible, person",Negative
"This review is so nauseating. You can't just say that the thing sucks at towing and offroading, you also have to defend it with ""oh you shouldn't be taking this thing off road anyway"", even though it's literally been advertised or at least heavily implied in advertisements that it's an off road vehicle and has an off road mode. Defending the build quality when it shows atrocious QC, and believing Musk when he says that only 15 vehicles have been found with this fault, and somehow 2 out of those 15 made it to high profile reviewers? Yeah right. It's actually gross, can you kiss Elon's ass crack any harder?","review, nauseating, cant, say, thing, suck, towing, offroading, also, defend, oh, shouldnt, taking, thing, road, anyway, even, though, literally, advertised, least, heavily, implied, advertisement, road, vehicle, road, mode, defending, build, quality, show, atrocious, qc, believing, musk, say, vehicle, found, fault, somehow, made, high, profile, reviewer, yeah, right, actually, gross, kiss, elons, as, crack, harder",Negative
Your entros are just INSANE!!!!!!!!!,"entros, insane",Negative
"Overrated, overpriced, ugly","overrated, overpriced, ugly",Negative
"The Hummer EV is so heavy that when they ship it, they have to leave parts off of it to qualify it as light duty for shipping purposes.","hummer, ev, heavy, ship, leave, part, qualify, light, duty, shipping, purpose",Negative
"13:10 
I mean you could argue it's not exactly fine since SUVs and other big vehicles are more dangerous to pedestrians so people buying them purely for cool factor actually endangers others.","mean, could, argue, exactly, fine, since, suv, big, vehicle, dangerous, pedestrian, people, buying, purely, cool, factor, actually, endangers, others",Negative
"It is a useless bulletproof truck, which nobody will use as a truck nor will anyone drive it into a warzone. Nothing can be iconic when it doesn’t do perfect what it is perfectly designed for. The VW Bus and Beetle, the Mustang, the Citroen Deux Chevaux, the Rolls Royces, the Audi TT were all brilliant in what they were designed for. This truck will become a icon of our decadent times, but can by lack of functional perfection, never become an iconic cardesign.","useless, bulletproof, truck, nobody, use, truck, anyone, drive, warzone, nothing, iconic, perfect, perfectly, designed, vw, bus, beetle, mustang, citroen, deux, chevaux, roll, royces, audi, tt, brilliant, designed, truck, become, icon, decadent, time, lack, functional, perfection, never, become, iconic, cardesign",Negative
INSTEAD OF LYING COULDN'T THEY HAVE JUST SAID IT BEATS THE PORSCHE OFF THE LINE WHILE TOWING ONE! THAT TO ME IS IMPRESSIVE ENOUGH.. THE FACT THEY LIED JUST KILLS IT..... YOU GUYS LIED. AND YOU DIDN'T HAVE TO 😂😂😂,"instead, lying, couldnt, said, beat, porsche, line, towing, one, impressive, enough, fact, lied, kill, guy, lied, didnt",Negative
The word I’d go with ends ‘onic’ but has ‘moron’ at the start.,"word, go, end, onic, moron, start",Negative
"Well if it's not rare, it's gonna be an icon of terrible car-related accidents, I imagine. 😬","well, rare, gon, na, icon, terrible, carrelated, accident, imagine",Negative
too bad about Elon,"bad, elon",Negative
I'm pissed he didn't even tell us how much it cost 😂,"im, pissed, didnt, even, tell, u, much, cost",Negative
"LOOK AT THOSE DANGEROUS, CRAZY PEOPLE TAKING VIDEOS!!
0:30                
* LITERALLY SLOWS DOWN TO TAKE MULTIPLE VIDEOS OF THE PEOPLE *
😆🤣😆","look, dangerous, crazy, people, taking, video, literally, slows, take, multiple, video, people",Negative
"Bro I need the stainless steel so I don’t get damaged if I accidentally scratch a pole, or idk get PIT maneuvered by a cop","bro, need, stainless, steel, get, damaged, accidentally, scratch, pole, idk, get, pit, maneuvered, cop",Negative
"I believe it is good regarding technology, but it is ugly, after Chrysler PT cruiser, on second place is this car.","believe, good, regarding, technology, ugly, chrysler, pt, cruiser, second, place, car",Negative
Its ugly tho!,"ugly, tho",Negative
"People hating hard on this are just those who hate Tesla for existing. It is a cool design which is turning heads and getting reactions out of people whether positive or negative. I'd get one if I had the money but then again, if it's true this can get stuck in snow, that's not good....That's really REALLY BAD.","people, hating, hard, hate, tesla, existing, cool, design, turning, head, getting, reaction, people, whether, positive, negative, id, get, one, money, true, get, stuck, snow, thats, goodthats, really, really, bad",Negative
"This is a car for sociopaths. It will NEVER be for sale in Europe for the simple fact that it is a fatal menace to others on the road. Build quality is shit.  Design is shit. Tesla launched it in a shroud of lies and deceptions. Marques, you're a preternaturally talented product reviewer, but before you make the transition from  electronic gear to cars, please do your homework.","car, sociopath, never, sale, europe, simple, fact, fatal, menace, others, road, build, quality, shit, design, shit, tesla, launched, shroud, lie, deception, marque, youre, preternaturally, talented, product, reviewer, make, transition, electronic, gear, car, please, homework",Negative
